mol_id,smiles,rs,scaffold
XS846089a,COC=1C=CC(=CC1NC(=O)C2CC(=O)N(C2)C=3C=CC=CC3OC)S(=O)(=O)N4CCCCCC4,0.846,O=C(Nc1cccc(S(=O)(=O)N2CCCCCC2)c1)C1CC(=O)N(c2ccccc2)C1
XS846085a,CC(OC(=O)C=1C=C(C=CC1N2CCOCC2)S(=O)(=O)N(C)C)C(=O)N3CCCC3,3.82,O=C(OCC(=O)N1CCCC1)c1ccccc1N1CCOCC1
XS839024b,COC=1C=CC(=CC1)CN(CCO)C(=O)NC2CCCC=3C=4C=C(C=CC4NC32)OC,1.408,O=C(NCc1ccccc1)NC1CCCc2c1[nH]c1ccccc21
XS840442b,COC(=O)C1=CC=C(O1)C(C)N2CCN(CC2)S(=O)(=O)C=3C=C(C=CC3C)[N+]([O-])=O,4.47,O=S(=O)(c1ccccc1)N1CCN(Cc2ccco2)CC1
XS842601b,CCN1N=C(CCC1=O)C(=O)N2CCC=3C=C(OC)C(=CC3C2C4=CC=CS4)OC,1.794,O=C1CCC(C(=O)N2CCc3ccccc3C2c2cccs2)=NN1
XS846083a,CN(C(=O)COC(=O)C=1C=C(N=C2C=CC=CC12)C=3C=CC=CC3)C4CCS(=O)(=O)C4,1.512,O=C(COC(=O)c1cc(-c2ccccc2)nc2ccccc12)NC1CCS(=O)(=O)C1
XS840166b,CCC=1C=C(N=C(C)N1)N2CCC(CC2)S(C)(=O)=NC(=O)C=3C=CC=4CCOC4C3,0.758,O=C(N=[SH](=O)C1CCN(c2ccncn2)CC1)c1ccc2c(c1)OCC2
XS840228b,CC1(C)CC1C(=O)NCC2=CC=NO2,0.508,O=C(NCc1ccno1)C1CC1
XS839284b,CC=1N=C(SC1C#N)N2CCCC2C#N,1.21,c1csc(N2CCCC2)n1
XS846100a,CC=1C=CC(O)=C(C1)C(=O)NCC2CCCO2,6.674,O=C(NCC1CCCO1)c1ccccc1
XS846099a,O=C1NC(NC=2C=CC=CC12)C=3C=CC=CC3,0.982,O=C1NC(c2ccccc2)Nc2ccccc21
XS837455b,CN1CC(=O)NC1C=2C=CC=C3CC(C)(C)OC23,1.116,O=C1CNC(c2cccc3c2OCC3)N1
XS841164b,COC1CNC=2C=CC(Br)=CC2C1,2.014,c1ccc2c(c1)CCCN2
XS839955b,COC(CNC=1C=C(C#N)C=CN1)C(C)(C)C,0.422,c1ccncc1
XS771648b,CN1C=C(C=N1)C2CCCN2C(=O)C3=CC=CO3,0.808,O=C(c1ccco1)N1CCCC1c1cn[nH]c1
XS846110a,COC=1C=CC(=CN1)NC(C)C(=O)NC(C)(C)C,2.18,c1ccncc1
XS837597b,CC=1CCN(CC1C)C(=O)C(C)C=2C=NC=C(F)C2,1.1,O=C(Cc1cccnc1)N1CC=CCC1
XS841928b,FC1(F)CC1CN2C=NC(COC=3C=CC=CC3)=N2,0.422,c1ccc(OCc2ncn(CC3CC3)n2)cc1
XS846105a,CC=1N=C2CCC(CN2N1)NC3=NC=4C=CC=CC4O3,0.618,c1ccc2oc(NC3CCc4ncnn4C3)nc2c1
XS741422b,O=C1NCCCC1NC=2N=CC=C(N2)C(F)(F)F,6.146,O=C1NCCCC1Nc1ncccn1
XS838291b,C1=CC2=CN=CC(OCCC3CCCCO3)=C2N=C1,9.178,c1cnc2c(OCCC3CCCCO3)cncc2c1
XS840099b,CC(CN1C(=O)OC=2C=CC=NC21)C3CCCCC3,0.576,O=c1oc2cccnc2n1CCC1CCCCC1
XS840148b,[O-][N+](=O)C=1C=CC(NCC2CCOC2)=C3C=NNC13,1.402,c1cc(NCC2CCOC2)c2cn[nH]c2c1
XS839090b,CCC(C)C1=CC=C(C(=O)NC=2C=CN(C)N2)C(=O)N1,0.772,O=C(Nc1cc[nH]n1)c1ccc[nH]c1=O
XS846113a,O=C(COC=1C=CC=NC1)N2CCCC(C2)N3C=CC=N3,4.066,O=C(COc1cccnc1)N1CCCC(n2cccn2)C1
XS846121a,CC(SC=1C=CC(Cl)=CN1)C(=O)N2CCCCC2,1.788,O=C(CSc1ccccn1)N1CCCCC1
XS842140b,CC1C(=O)N(C)CCN1C2=NN=C(S2)C=3C=CON3,4.488,O=C1CN(c2nnc(-c3ccon3)s2)CCN1
XS846125a,CC=1C=C(NC(=O)NC(C)C=2C=CC(C#N)=CC2)N(C)N1,0.82,O=C(NCc1ccccc1)Nc1ccn[nH]1
XS846120a,COC(=O)C=1OC=CC1C2NC=3C=CC=CC3C(=O)N2C,1.598,O=C1NC(c2ccoc2)Nc2ccccc21
XS846119a,CCOC=1C=CC(=CC1)C(=O)NC2CCC=3C=CC=CC32,1.212,O=C(NC1CCc2ccccc21)c1ccccc1
XS846116a,O=C(NC=1C=CC=2N=CSC2C1)C3CCNC(=O)C3,2.846,O=C1CC(C(=O)Nc2ccc3ncsc3c2)CCN1
XS840733b,CN1C(=NN=C1N2CCC(F)(F)C2)C3CCCS3,0.818,C1CSC(c2nnc(N3CCCC3)[nH]2)C1
XS516353b,CN1N=NC=C1C(=O)N2CCCC(C)(C2)C=3C=CC=CC3,1.58,O=C(c1cnn[nH]1)N1CCCC(c2ccccc2)C1
XS741779b,O=C(NCC=1C=CC=CC1F)NC2CCC3=NC=NN3C2,1.544,O=C(NCc1ccccc1)NC1CCc2ncnn2C1
XS846133a,CC(NC=1C=CC=2OCCCOC2C1)C(=O)N3CCCC3,0.346,O=C(CNc1ccc2c(c1)OCCCO2)N1CCCC1
XS836931b,CC(OC=1C=CC(=CC1)C=2C=CC3=NC=CC=C3C2)C(=O)O,2.226,c1ccc(-c2ccc3ncccc3c2)cc1
XS839397b,CCN1CCCC(CNC=2N=CN=C3OCCOC23)C1=O,0.868,O=C1NCCCC1CNc1ncnc2c1OCCO2
XS846135a,CC(NC=1N=CN=C2C1C=NN2C)C(=O)N3CCCCC3,0.904,O=C(CNc1ncnc2[nH]ncc12)N1CCCCC1
XS401524b,CC1=CC=CC(C)=C1N2C(=O)CC(NC=3C=CC=CC3)C2=O,1.098,O=C1CC(Nc2ccccc2)C(=O)N1c1ccccc1
XS725144b,CCC=1N=NSC1C(=O)N2C=3C=CC=CC3OCC2C,0.812,O=C(c1cnns1)N1CCOc2ccccc21
XS838700b,FC1(F)CC1N2N=CC=C2C3=NC(=NO3)N4CCOCC4,0.654,c1cc(-c2nc(N3CCOCC3)no2)n(C2CC2)n1
XS846130a,O=C(NC1=NC=C(CCO)S1)C2CCCC=3NN=CC32,9.854,O=C(Nc1nccs1)C1CCCc2[nH]ncc21
XS841978b,CC1=CC=C(S1)C(C)C(=O)N2CCC(CC2)C=3N=CON3,2.482,O=C(Cc1cccs1)N1CCC(c2ncon2)CC1
XS846141a,CC1C2=CC=CN2CCN1C(=O)CC=3C=CC=C4C=CC=CC34,0.468,O=C(Cc1cccc2ccccc12)N1CCn2cccc2C1
XS156106b,CC(C(=O)NC=1C=CC=CC1C#N)N2CCC=3C=CC=CC3C2,0.412,O=C(CN1CCc2ccccc2C1)Nc1ccccc1
XS838929b,O=C1C(=NC=CN1C2CC2)NC=3C=CC(=CC3)C4CC4(F)F,15.342,O=c1c(Nc2ccc(C3CC3)cc2)nccn1C1CC1
XS838411b,N#CC=1C=CC2=CC=CC=C2C1OCC(F)C3CCOCC3,1.418,c1ccc2c(OCCC3CCOCC3)cccc2c1
XS744058b,CC1C2=CC=CN2CCN1C(=O)CNC(=O)CC3CCCC3,2.856,O=C(CC1CCCC1)NCC(=O)N1CCn2cccc2C1
XS842057b,CC=1SC(=O)N(CC(=O)NC(C)C2=CSN=N2)C1C,0.638,O=C(Cn1ccsc1=O)NCc1csnn1
XS846143a,CC=1C=CC(=CN1)C(=O)NC(C2=CC=CS2)C3CCCC3,1.006,O=C(NC(c1cccs1)C1CCCC1)c1cccnc1
XS838208b,CC=1C=CC(=CC1)OCCN2CC=3NC(=O)NC(C)C3C2=O,1.156,O=C1NCC2=C(CN(CCOc3ccccc3)C2=O)N1
XS562928b,COC=1C=CC=CC1C2=NOC(=N2)C3CSCN3C(C)=O,2.1,c1ccc(-c2noc(C3CSCN3)n2)cc1
XS846152a,O=C(CN1C=CC=N1)N2CCCC2C=3C=CC=4OCCOC4C3,2.468,O=C(Cn1cccn1)N1CCCC1c1ccc2c(c1)OCCO2
XS846150a,CC1=NC(CN2CCCC(C2)N(C)C=3N=CC=CC3C#N)=NO1,2.254,c1ccc(NC2CCCN(Cc3ncon3)C2)nc1
XS576226b,CC1(C)CN(CC(COC=2C=CC=CC2)O1)C(=O)CC(N)=O,0.85,c1ccc(OCC2CNCCO2)cc1
XS836903b,NS(=O)(=O)C1CCCN(C1)C(=O)N2CCC(F)(F)CC2,0.934,O=C(N1CCCCC1)N1CCCCC1
XS839468b,C1=CC(=CO1)C=2C=CC(=CC2)NC3=NC(=NS3)C4CCOC4,8.208,c1cc(-c2ccc(Nc3nc(C4CCOC4)ns3)cc2)co1
XS837936b,[O-][N+](=O)C=1C=CC=CC1NC(=O)CNC(CO)C(F)(F)F,2.968,c1ccccc1
XS841218b,CC=1C=CC=C(OC(C)C(=O)NN=C2CCN3C=CC=C23)C1C,1.0,O=C(COc1ccccc1)NN=C1CCn2cccc21
XS839790b,[O-][N+](=O)C=1C=CC(O)=CC1C(=O)NC2CCC=3C=CC=CC3C2,3.544,O=C(NC1CCc2ccccc2C1)c1ccccc1
XS846157a,O=C(C1CCC(=O)NC1)N(CC2=CC=CO2)CC=3C=CC=CC3,0.788,O=C1CCC(C(=O)N(Cc2ccccc2)Cc2ccco2)CN1
XS400725b,CC1=NOC(=N1)C(C)N2CCN(CC2)C=3N=CN=C4NC=CC34,4.372,c1noc(CN2CCN(c3ncnc4[nH]ccc34)CC2)n1
XS629957b,O=C(C=1C=CC=2CCCCC2C1)N3CCCC(C3)C4=CC=NN4,0.51,O=C(c1ccc2c(c1)CCCC2)N1CCCC(c2ccn[nH]2)C1
XS801043b,CCOC=1C=C(C=CC1Cl)S(=O)(=O)NCC2CCCO2,0.382,O=S(=O)(NCC1CCCO1)c1ccccc1
XS846164a,CCOC=1C=CC(=CC1)CC(=O)OC(C)C(=O)NC2CCCC2,1.118,O=C(COC(=O)Cc1ccccc1)NC1CCCC1
XS846167a,CCOC=1C=CC=C2NC(=CC12)C(=O)NCC(C)(O)C3CCC3,0.832,O=C(NCCC1CCC1)c1cc2ccccc2[nH]1
XS846162a,CCN1C=C(C=N1)C(=O)NC2CCN(C2)C=3C=CC=C(Cl)C3,0.776,O=C(NC1CCN(c2ccccc2)C1)c1cn[nH]c1
XS846165a,NC(=O)C(NC(=O)CC=1C=CC=C2C=CC=NC12)C=3C=CC=CC3,0.44,O=C(Cc1cccc2cccnc12)NCc1ccccc1
XS846171a,COC=1C=CC(OC)=C(C1)C2CCCN2C(=O)C3=CC(C)=NN3,0.864,O=C(c1ccn[nH]1)N1CCCC1c1ccccc1
XS842637b,CN1C=C(C=N1)CC2CCN(C2)C=3C=C(C=CC3[N+]([O-])=O)CO,1.252,c1ccc(N2CCC(Cc3cn[nH]c3)C2)cc1
XS593083b,CC1=NOC(=N1)C(C)N2CCN(CC2)C(=O)C=3C=CC=C(F)C3,0.576,O=C(c1ccccc1)N1CCN(Cc2ncno2)CC1
XS846161a,CC1=CC(=NN1)C2CCCN(C2)C(=O)COC=3C=CC=C(F)C3,0.844,O=C(COc1ccccc1)N1CCCC(c2cc[nH]n2)C1
XS846166a,O=C(COC=1C=CC=C(Cl)C1)NCC2CCS(=O)(=O)C2,1.482,O=C(COc1ccccc1)NCC1CCS(=O)(=O)C1
XS846170a,CCC(C(=O)NC1=NC(=CS1)CC(=O)OC)C=2C=CC=CC2,0.598,O=C(Cc1ccccc1)Nc1nccs1
XS841520b,CC1(C)CC(CCS1(=O)=O)NC=2N=CC=3CCCCCC3N2,5.238,O=S1(=O)CCC(Nc2ncc3c(n2)CCCCC3)CC1
XS807212b,CC1=CN(CC(=O)N2CCCC2C=3C=NN(C)C3)C=4C=CC=CC14,1.154,O=C(Cn1ccc2ccccc21)N1CCCC1c1cn[nH]c1
XS837199b,CS(=O)(=O)N1CCCCC1C(=O)NC=2C=NC=3NN=CC3C2,19.41,O=C(Nc1cnc2[nH]ncc2c1)C1CCCCN1
XS617080b,CN(C(=O)NC=1C=CN=CC1)C2CCCN(C=3C=CC=CC3)C2=O,5.074,O=C(Nc1ccncc1)NC1CCCN(c2ccccc2)C1=O
XS589112b,CC1=CC(=NN1C(C)(C)C)C(=O)NC(CCO)C2CCCCC2,0.884,O=C(NCC1CCCCC1)c1cc[nH]n1
XS838551b,N#CC1(CC2=CN(CC3COCCC3(F)F)N=N2)CCCCC1,5.96,c1c(CC2CCCCC2)nnn1CC1CCCOC1
XS837463b,CCC(OC=1C=CC=CC1F)C(=O)NC=2N=NN(C)C2C(F)F,1.81,O=C(COc1ccccc1)Nc1c[nH]nn1
XS846182a,CC(C)C1=NC=2C=C(C=CC2O1)NC(C(N)=O)C=3C=CC(F)=CC3,2.958,c1ccc(CNc2ccc3ocnc3c2)cc1
XS840520b,COCC(C)NC(=O)C1=CC=2C(=O)N3C=C(C)C=CC3=NC2S1,7.478,O=c1c2ccsc2nc2ccccn12
XS846185a,CCOC=1C=CC=CC1C2=CC(=NN2)C(=O)N3CCC(C)(CN)C3,1.656,O=C(c1cc(-c2ccccc2)[nH]n1)N1CCCC1
XS838813b,CC=1C=C(N=NC1C(F)(F)F)N2CCCC(C2)C3=NNC(=O)O3,4.102,O=c1[nH]nc(C2CCCN(c3cccnn3)C2)o1
XS846183a,CC=1C=CC(=CC1)CC(CO)CNC(=O)CCOC=2C=CC=CC2,0.692,O=C(CCOc1ccccc1)NCCCc1ccccc1
XS840311b,O=C(NC1=NN=C(S1)C(F)F)NC2CCCC32CCCCC3,2.602,O=C(Nc1nncs1)NC1CCCC12CCCCC2
XS837430b,COC=1C=CC(=CC1)C2=CC(=NN2)N(C)CC3CCC4(COC4)O3,10.69,c1ccc(-c2cc(NCC3CCC4(COC4)O3)n[nH]2)cc1
XS846189a,CCC=1C=CC(=CC1)NC(=O)C(C)NC=2C=CC=3OCCOC3C2,0.414,O=C(CNc1ccc2c(c1)OCCO2)Nc1ccccc1
XS144793d,COC=1C=CC(C)=CC1NC(C)C(=O)NC(=O)NC=2C=CC=CC2,1.126,O=C(CNc1ccccc1)NC(=O)Nc1ccccc1
XS846181a,CC(C)N1CC(CC1=O)NC=2N=CN=C3SC=4CCCCC4C23,0.578,O=C1CC(Nc2ncnc3sc4c(c23)CCCC4)CN1
XS658617b,CC1=NOC(=N1)C2CCCN(C2)C(=O)CC=3C=CC=4OCOC4C3,5.258,O=C(Cc1ccc2c(c1)OCO2)N1CCCC(c2ncno2)C1
XS608713b,CC1=NOC(=N1)C2CCCN(C2)C(=O)C=3C=CC(=NC3)OC(C)C,1.836,O=C(c1cccnc1)N1CCCC(c2ncno2)C1
XS846191a,COCC1(CCCN1S(=O)(=O)C=2C=CC=C(Cl)C2)C(N)=O,0.714,O=S(=O)(c1ccccc1)N1CCCC1
XS759569b,CC(NC(=O)CCOC=1C=CC=CC1Cl)C2=NN=C3CCCN23,0.506,O=C(CCOc1ccccc1)NCc1nnc2n1CCC2
XS570951b,CC1=NOC(=N1)C2CN(CCN2C)C(=O)COC=3C=CC=CC3F,0.712,O=C(COc1ccccc1)N1CCNC(c2ncno2)C1
XS653369b,CC1=CC(CS(=O)(=O)CC(=O)NC(C)C=2C=CC(F)=CC2)=NO1,17.032,O=C(CS(=O)(=O)Cc1ccon1)NCc1ccccc1
XS841582b,NC=1N=CC(=CC1Cl)C(=O)N2CCC(F)(C2)C=3C=CC=CC3F,6.336,O=C(c1cccnc1)N1CCC(c2ccccc2)C1
XS677872b,CC(C)C=1N=C2CCC(CN2N1)NCC3=NC(=NO3)C=4C=CC=NC4,7.544,c1cncc(-c2noc(CNC3CCc4ncnn4C3)n2)c1
XS400444b,CC1=NNC(C)=C1C2CCCCCN2C(=O)NC=3C=CC(C#N)=CC3,0.966,O=C(Nc1ccccc1)N1CCCCCC1c1cn[nH]c1
XS837879b,COC(CS(=O)(=O)NC=1C=NC=2NC=CC2C1C)C3CCCC3,1.542,O=S(=O)(CCC1CCCC1)Nc1cnc2[nH]ccc2c1
XS837683b,O=C(C=1C=CC2=CN=NN2C1)N3CCCC(C3)OC=4N=CC=CC4F,0.748,O=C(c1ccc2cnnn2c1)N1CCCC(Oc2ccccn2)C1
XS399939b,CC1=NC(=CS1)C2=CC(=CO2)C(=O)N3CCCC(C3)N4C=CC=N4,6.982,O=C(c1coc(-c2cscn2)c1)N1CCCC(n2cccn2)C1
XS839571b,CN(CC=1C=COC1)S(=O)(=O)CC2CCC3(CCOCC3)CO2,4.054,O=S(=O)(CC1CCC2(CCOCC2)CO1)NCc1ccoc1
XS846207a,CC1=NC(=CS1)C=2C=CC=CC2NC(=O)NC3CCC(=O)N(C)C3,0.556,O=C1CCC(NC(=O)Nc2ccccc2-c2cscn2)CN1
XS846206a,CC=1C=C(C)N(N1)C=2C=CC(=CC2)C(=O)OCC(=O)NC(C)C(C)C,0.75,c1ccc(-n2cccn2)cc1
XS722878b,CC1=CC(C)=NN1C=2C=CC(=CC2)CC(=O)NC3CCCCNC3=O,2.236,O=C(Cc1ccc(-n2cccn2)cc1)NC1CCCCNC1=O
XS696509b,O=C(NC=1C=CC=NC1N2C=NC=N2)C3CC=4C=C(Cl)C=CC4O3,1.5,O=C(Nc1cccnc1-n1cncn1)C1Cc2ccccc2O1
XS846209a,CN1N=CC=2C(=O)NC(CN3CCOC=4C=CC=CC4C3CO)=NC21,1.384,O=c1[nH]c(CN2CCOc3ccccc3C2)nc2[nH]ncc12
XS837961b,CC(CNC=1C(F)=CN=CC1Cl)C=2C=CC(=CC2)S(C)(=O)=O,6.208,c1ccc(CCNc2ccncc2)cc1
XS846214a,O=C(NC=1C=CC=CC1)C(=O)NC2CCN(C2)C=3C=CC(F)=CC3F,20.056,O=C(Nc1ccccc1)C(=O)NC1CCN(c2ccccc2)C1
XS840154b,C=1C=C2C(CCCN2N1)NC=3N=CN=C4C3N=NN4CC=5C=CC=CC5,8.04,c1ccc(Cn2nnc3c(NC4CCCn5nccc54)ncnc32)cc1
XS768800b,COC1CCCCN(CC(=O)NC2=NC=3C=C(F)C=CC3N2C)C1=O,1.732,O=C(CN1CCCCCC1=O)Nc1nc2ccccc2[nH]1
XS837971b,CN1N=CC=C1CS(=O)(=O)NC(CC2CCCC2)C=3C=CC=CC3,1.85,O=S(=O)(Cc1ccn[nH]1)NC(CC1CCCC1)c1ccccc1
XS846218a,CC1CC=2C=CC=CC2N1C(=O)C=3C=CC(Cl)=C(C3)S(C)(=O)=O,0.642,O=C(c1ccccc1)N1CCc2ccccc21
XS836472b,O=C(NCC1CC(=NO1)C(F)(F)F)C=2N=C(N=CC2Cl)C3CC3,0.846,O=C(NCC1CC=NO1)c1ccnc(C2CC2)n1
XS846232a,CC(NC(=O)C1CCCC1)C(=O)NCCC=2C=CC(=CC2)N3C=CC=N3,17.236,O=C(CNC(=O)C1CCCC1)NCCc1ccc(-n2cccn2)cc1
XS669016b,CN(CC=1C=CC=NC1)C(=O)C2CCCN(C2)C(=O)CC=3C=CC=CC3,1.13,O=C(NCc1cccnc1)C1CCCN(C(=O)Cc2ccccc2)C1
XS836886b,CC=1C=CC2=NC=C(C#N)C(OCC3=NN=C(O3)C4CCCOC4)=C2C1,2.12,c1ccc2c(OCc3nnc(C4CCCOC4)o3)ccnc2c1
XS846230a,COC=1C=C(Cl)C(C)=CC1NC(C)C(=O)NC2=NC(C)=C(C)S2,0.698,O=C(CNc1ccccc1)Nc1nccs1
XS846231a,CC=1C=C(C)N2N=C(CC(=O)NC(C=3C=CC(F)=CC3)C(C)C)N=C2N1,1.6,O=C(Cc1nc2ncccn2n1)NCc1ccccc1
XS846227a,CN1C=C(N=C1C2CCCN(C2)C=3N=CN=C4NN=CC34)C(F)(F)F,2.034,c1c[nH]c(C2CCCN(c3ncnc4[nH]ncc34)C2)n1
XS846237a,CN1C(CCNC(=O)C2CC=3C=CC=C(F)C3O2)=NC=4C(F)=CC=CC41,0.654,O=C(NCCc1nc2ccccc2[nH]1)C1Cc2ccccc2O1
XS846240a,COCCN1C(=O)C=2C=CC=CC2NC31C(=O)NC=4C=CC(=CC43)C(C)C,0.672,O=C1NC2(Nc3ccccc31)C(=O)Nc1ccccc12
XS837451b,CC=1N=CC(C(=O)NC=2C=CC(OC(C)C(=O)O)=C(F)C2)=C(N1)C(C)C,0.73,O=C(Nc1ccccc1)c1cncnc1
XS846245a,O=C(C1=C(N=C2C=NC=CN12)C(F)F)N3CCCC(COC(F)F)C3,5.212,O=C(c1cnc2cnccn12)N1CCCCC1
XS609792b,COC=1C=CC(=C(C1)OC)C(C)NC(=O)NCC=2C=CC=3OCOC3C2,0.692,O=C(NCc1ccccc1)NCc1ccc2c(c1)OCO2
XS846248a,CC=1C=CC=CC1C=2CC(C=3C=CC=C4N=CC=NC34)N(N2)S(C)(=O)=O,1.864,c1ccc(C2=NNC(c3cccc4nccnc34)C2)cc1
XS846238a,O=C(CN1CCCCC1)N2N=C(CC2C=3C=CSC3)C=4C=CSC4,1.088,O=C(CN1CCCCC1)N1N=C(c2ccsc2)CC1c1ccsc1
XS840795b,CC1=NNC(C)=C1C(C)C(=O)OCC(=O)NC=2C(C)=CC(C)=CC2Cl,0.58,O=C(COC(=O)Cc1cn[nH]c1)Nc1ccccc1
XS846249a,CCC1=NC(=CS1)C2NC(=O)CN2CC=3C=CC(Br)=CC3,4.896,O=C1CN(Cc2ccccc2)C(c2cscn2)N1
XS839617b,O=C(CC1=CSC=2C=CC(Cl)=CC12)N3CCOCC3C=4N=CON4,1.822,O=C(Cc1csc2ccccc12)N1CCOCC1c1ncon1
XS838350b,O=C(CCC=1C=CC(Br)=CC1F)N2CCC3(CC3(F)F)C2,3.602,O=C(CCc1ccccc1)N1CCC2(CC2)C1
XS839195b,O=C1OC(CN2C=C(N=N2)C=3C=CC=C(CO)N3)CN1C4CCCCC4,2.422,O=C1OC(Cn2cc(-c3ccccn3)nn2)CN1C1CCCCC1
XS846243a,CCN1C(=O)N(CC(O)COC=2C=CC=C3C=CC=CC23)C=4C=CC=CC41,1.95,O=c1[nH]c2ccccc2n1CCCOc1cccc2ccccc12
XS846247a,CCC=1C=CC=C(C1)NC2CCN(C2)C(=O)C=3C=C(N(C)N3)C(F)(F)F,0.422,O=C(c1cc[nH]n1)N1CCC(Nc2ccccc2)C1
XS389436b,COC=1C=CC(=CC1)CN(C(=O)NC=2C=CC=CC2)C3CCS(=O)(=O)C3,2.008,O=C(Nc1ccccc1)N(Cc1ccccc1)C1CCS(=O)(=O)C1
XS846255a,CN1C=CC=C1C2CCCCCN2C(=O)CNC(=O)NCC=3C=CC=CC3,2.304,O=C(NCC(=O)N1CCCCCC1c1ccc[nH]1)NCc1ccccc1
XS762709b,CC=1C=C(F)C=CC1C2C(=O)NCCN2C(=O)C3=CSC(CC(C)C)=N3,0.75,O=C1NCCN(C(=O)c2cscn2)C1c1ccccc1
XS846258a,O=C(NC=1C=CC=C(C1)C2CCC(=O)N2)C=3C=CC=C(C3)OC=4C=CC=CN4,18.8,O=C1CCC(c2cccc(NC(=O)c3cccc(Oc4ccccn4)c3)c2)N1
XS134711b,O=C(NC1=NC(=CS1)C2=CC=CS2)C3CC(=O)N(CC4=CC=CO4)C3,8.872,O=C(Nc1nc(-c2cccs2)cs1)C1CC(=O)N(Cc2ccco2)C1
XS846252a,COCCN1C=C2CCCC(NC(=O)CC3=CNC=4C(C)=CC=CC34)C2=N1,0.694,O=C(Cc1c[nH]c2ccccc12)NC1CCCc2c[nH]nc21
XS838861b,CC1C=2C=CC(O)=CC2CCN1C(=O)CCN3C=NC=4C=C(F)C(F)=CC43,0.558,O=C(CCn1cnc2ccccc21)N1CCc2ccccc2C1
XS836703b,O=S(=O)(CC1CCCC=2C=CC=CC21)NCCN3CCCS3(=O)=O,0.576,O=S(=O)(CC1CCCc2ccccc21)NCCN1CCCS1(=O)=O
XS838802b,CN1C(=O)C=CC2=C1CCCC2NC=3C=CC(=CC3)S(=O)(=O)C(F)F,1.6,O=c1ccc2c([nH]1)CCCC2Nc1ccccc1
XS837929b,CN1N=C(C=C1OC(F)F)C(=O)NC2CS(=O)(=O)CC=3C=CC=CC32,1.502,O=C(NC1CS(=O)(=O)Cc2ccccc21)c1cc[nH]n1
XS846262a,CC(C)(C)N1N=C(C=C1C2CC2)C(=O)N3CCCC3C=4C=CC=5OCOC5C4,1.024,O=C(c1cc(C2CC2)[nH]n1)N1CCCC1c1ccc2c(c1)OCO2
XS846268a,COC=1C=C2CCN(CC2=CC1OC)C3CC(=O)N(C3=O)C=4C=CC=CC4F,4.428,O=C1CC(N2CCc3ccccc3C2)C(=O)N1c1ccccc1
XS841016b,COC=1C=CC(=CC1S(=O)(=O)N(C)C)C(=O)N(C)C(C)C=2C=CC=CC2,0.75,O=C(NCc1ccccc1)c1ccccc1
XS421434b,CC=1N=C(NC(=O)C1CC(=O)NC(C)CCC=2C=CC=CC2)C=3C=CC=CN3,3.958,O=C(Cc1cnc(-c2ccccn2)[nH]c1=O)NCCCc1ccccc1
XS846272a,CCOC=1C=CC(=CC1)OCCC(=O)NC(C)C=2C=CC(=CC2)N3C=NC=N3,10.804,O=C(CCOc1ccccc1)NCc1ccc(-n2cncn2)cc1
XS846270a,COC=1C=CC(=CC1OCC(N)=O)NC(C)C(=O)NC=2C=CC(F)=C(F)C2,1.06,O=C(CNc1ccccc1)Nc1ccccc1
XS842705b,CN(C)C1=NOC(=N1)C2CCCN(C2)C(=O)C3=CSC(=N3)C=4C=NN(C)C4,0.978,O=C(c1csc(-c2cn[nH]c2)n1)N1CCCC(c2ncno2)C1
XS465179b,CCNS(=O)(=O)C=1C=CC(C)=C(C1)C(=O)N2CCCCC2C3=CC=NN3C,0.654,O=C(c1ccccc1)N1CCCCC1c1ccn[nH]1
XS836698b,CC(NC(=O)CN1C=NC=2C=CC(Br)=CC2C1=O)C3=NC=NN3C,4.084,O=C(Cn1cnc2ccccc2c1=O)NCc1ncn[nH]1
XS841323b,CC1(C)CN(C1C2=NC=CN2C=3C=CC(F)=CC3)S(=O)(=O)CC4(C#N)CC4,1.48,O=S(=O)(CC1CC1)N1CCC1c1nccn1-c1ccccc1
XS705652b,FC=1C=CC=C(C1)C2=NN=C(O2)C3CC43CCN(CC5=NC(=NO5)C6CC6)CC4,2.09,c1ccc(-c2nnc(C3CC34CCN(Cc3nc(C5CC5)no3)CC4)o2)cc1
XS838588b,CC=1C=CC2=CC=3CC4(C(=O)N(C)C(=O)N(C)C4=O)C5CCCCN5C3N=C2C1,2.038,O=C1NC(=O)C2(Cc3cc4ccccc4nc3N3CCCCC32)C(=O)N1
XS846275a,CC(=O)N1C=CC=2C=CC=CC2C1CC(=O)N(C)CC3=NC=4C=CC=CC4N3C,1.01,O=C(CC1NC=Cc2ccccc21)NCc1nc2ccccc2[nH]1
XS846277a,O=C(O)C1CC=2C=CC=CC2CN1C(=O)C3CCN(CC3)C=4C=CC(Cl)=CN4,1.164,O=C(C1CCN(c2ccccn2)CC1)N1CCc2ccccc2C1
XS838046b,CC=1N=C(COC(C)(C)C)OC1C(=O)NC(C)C=2C=CC(Br)=CN2,3.368,O=C(NCc1ccccn1)c1cnco1
XS839992b,COC=1C=CC(=CC1S(C)(=O)=O)NC(=O)N2CC(CC=3C=CC=CC32)OC,0.56,O=C(Nc1ccccc1)N1CCCc2ccccc21
XS846291a,CC(OC(=O)CCNS(=O)(=O)C=1C=CC(F)=C(F)C1)C(=O)NC2CCCCC2,0.674,O=C(COC(=O)CCNS(=O)(=O)c1ccccc1)NC1CCCCC1
