mol_id,smiles,stage1_label,scaffold
XS837537b,CCC1CC=NN1C=2N=CC(=CC2Cl)C(=O)OC,1,C1=NN(c2ccccn2)CC1
XS837197b,CC1C(=O)N(C)CN1CC=2C=NC=C3C=CC=CC23,1,O=C1CN(Cc2cncc3ccccc23)CN1
XS838238b,CC1N(C)C=2C=C(C=C(C2C1(C)C)[N+]([O-])=O)[N+]([O-])=O,0,c1ccc2c(c1)CCN2
XS846587a,CC(C)NC(=O)C1CC(=O)N(CC=2C=CC=CC2)C1,1,O=C1CCCN1Cc1ccccc1
XS846591a,CC1CCCCN1CC(=O)NC=2C=CC(C#N)=CC2,0,O=C(CN1CCCCC1)Nc1ccccc1
XS840218b,COC=1C=CC(=NC1)N(C)C(=O)C2CCCOCC2,1,O=C(Nc1ccccn1)C1CCCOCC1
XS838224b,CC(COC=1C=CC=CC1)OC(=O)CC=2C=NC=NC2,1,O=C(Cc1cncnc1)OCCOc1ccccc1
XS842539b,CC1=CC(=O)N2N=C(NCC3CCOC3)SC2=N1,0,O=c1ccnc2sc(NCC3CCOC3)nn12
XS760238b,CC1=NN2CC(CCC2=N1)NC=3N=CC=CC3C#N,1,c1ccc(NC2CCc3ncnn3C2)nc1
MR025691c,CCN1CCCC(CNC(=O)NC=2C=CC=C(F)C2)C1,0,O=C(NCC1CCCNC1)Nc1ccccc1
XS839372b,CC=1C=CSC1C(C)NCCC2=NN=C3CCCN23,0,c1csc(CNCCc2nnc3n2CCC3)c1
XS840854b,O=C(CN(CC1=CC=CO1)C2CC2)NCC3CCCO3,1,O=C(CN(Cc1ccco1)C1CC1)NCC1CCCO1
XS846600a,COC=1C=CC=C(C1)CN(C)C(=O)C(C)N2C=NC=N2,1,O=C(Cn1cncn1)NCc1ccccc1
XS842583b,COCC(C)NC(=O)C=1SC=CC1Br,0,c1ccsc1
XS838974b,COC=1C=CC(=CC1)CC(C)N(C)C=2C=CC(F)=NN2,1,c1ccc(CCNc2cccnn2)cc1
XS535719b,COC1CCCCN(CC(=O)NC2=NC=NN2C)C1=O,0,O=C(CN1CCCCCC1=O)Nc1ncn[nH]1
XS846595a,CC=1N=NC(=C(C#N)C1C)N2CCCC2CN3C=NC=N3,0,c1cnnc(N2CCCC2Cn2cncn2)c1
XS846598a,CN1C=C(C=N1)S(=O)(=O)N2CCCC2C3=CC=CO3,1,O=S(=O)(c1cn[nH]c1)N1CCCC1c1ccco1
XS846596a,CC=1C=NN(C1)C2CN(C2)C(C)C3=NC(=NO3)C4CC4,1,c1cnn(C2CN(Cc3nc(C4CC4)no3)C2)c1
XS756607b,CC1=NOC(CN2CCNC(=O)CC2C=3C=CC=CC3)=N1,0,O=C1CC(c2ccccc2)N(Cc2ncno2)CCN1
XS839442b,CC1CN2N=CC=C2CN1C(=O)C=3N=CN=C4NC=CC34,0,O=C(c1ncnc2[nH]ccc12)N1CCn2nccc2C1
XS836477b,COC1=NN=C(NC(=O)N2CC(C)(C)C2C(C)C)S1,1,O=C(Nc1nncs1)N1CCC1
XS724229b,O=C(C=1C=CON1)N2CCCC2C3=NOC(=N3)C4CC4,0,O=C(c1ccon1)N1CCCC1c1noc(C2CC2)n1
XS846601a,CC(NC(=O)NC=1C=CC(Cl)=CC1)C=2C=CC=NC2,0,O=C(NCc1cccnc1)Nc1ccccc1
XS842188b,CN1C(=O)OC=2C=C(NC(=O)C3CC43CC4)C(F)=CC21,1,O=C(Nc1ccc2[nH]c(=O)oc2c1)C1CC12CC2
XS839869b,COC=1C=CC=CC1CNC(C)CN2N=C(C)OC2=O,1,O=c1ocnn1CCNCc1ccccc1
XS846594a,CC1=NN2CC(CCC2=N1)NC=3N=CN=C4C=CSC34,0,c1nc(NC2CCc3ncnn3C2)c2sccc2n1
XS846597a,O=C(C=1C=CC=2NC=CC2C1)N3CCCC3C4CCCC4,1,O=C(c1ccc2[nH]ccc2c1)N1CCCC1C1CCCC1
XS846599a,CCCC(C)NC(=O)CC=1C(C)=NC2=CC=CC=C2C1C,0,c1ccc2ncccc2c1
XS582468b,O=C(CN1N=NC(=N1)C=2C=CC=CC2)NCC3CCCO3,1,O=C(Cn1nnc(-c2ccccc2)n1)NCC1CCCO1
XS841248b,CS(=O)(=O)NC1CCN(CC#CC=2C=CC(F)=CC2)C1,0,C(#Cc1ccccc1)CN1CCCC1
XS842032b,CC1=NN=C(S1)C(C)N2CCS(=O)(=O)C(C)(C)C2,0,O=S1(=O)CCN(Cc2nncs2)CC1
XS846612a,CC=1C=CC=CC1CNC(C2=NC=CN2C)C=3C=CC=CC3,0,c1ccc(CNC(c2ccccc2)c2ncc[nH]2)cc1
XS846604a,CC1=NC(C)=C(O1)C(=O)N2CCC=3C=C(F)C=CC3C2C,1,O=C(c1cnco1)N1CCc2ccccc2C1
XS573058b,CC=1C=C(Cl)C=CC1S(=O)(=O)NCC2CCCN2,0,O=S(=O)(NCC1CCCN1)c1ccccc1
XS846607a,CC(CO)C1CCN(CC1)C(=O)C=2C=CN=C3NC=CC23,0,O=C(c1ccnc2[nH]ccc12)N1CCCCC1
XS846609a,CCN(CC1=CC=CS1)C(=O)NC2CCCCNC2=O,1,O=C(NCc1cccs1)NC1CCCCNC1=O
XS846610a,CCOC=1N=CC=CC1NC(=O)NC2CCCCNC2=O,1,O=C(Nc1cccnc1)NC1CCCCNC1=O
XS846605a,CNC(=O)C=1C=CC(=CC1)S(=O)(=O)N2CCNC(C)C2,0,O=S(=O)(c1ccccc1)N1CCNCC1
XS073085b,CC1=CN=C(NC(=O)C(C)OC=2C=CC(C#N)=CC2)S1,1,O=C(COc1ccccc1)Nc1nccs1
XS841656b,CC=1C=C(NC(=O)NC(C)C2=CSC(=N2)C3CC3)ON1,1,O=C(NCc1csc(C2CC2)n1)Nc1ccno1
XS846606a,CCN(CC)C(CNC=1C=CC(C#N)=CN1)C=2C=CC=CC2,0,c1ccc(CCNc2ccccn2)cc1
XS846608a,CC1=C(C=NN1C)C(C)NC(=O)CC2=CNC=3C=CC=CC23,0,O=C(Cc1c[nH]c2ccccc12)NCc1cn[nH]c1
XS723563b,CC1=NC2=NC(N)=NN2C(C)=C1CC(=O)NC(C)C3CC3,0,O=C(Cc1cnc2ncnn2c1)NCC1CC1
XS841948b,O=C(CNC1(CC1)C2CCOC2)NC=3C=C(F)C=C(F)C3,1,O=C(CNC1(C2CCOC2)CC1)Nc1ccccc1
XS838531b,O=C1SC(=NN1CCC2CCCCO2)C=3C=CN=CC3,1,O=c1sc(-c2ccncc2)nn1CCC1CCCCO1
XS840319b,CCOC(=O)C1CCCN2C(CC3=CC(C)=NN3)=NN=C12,0,c1cc(Cc2nnc3n2CCCC3)[nH]n1
XS747560b,CC1(CCN(C1)C(=O)C=2C=C3CCCN3N2)C=4C=CC=CC4,0,O=C(c1cc2n(n1)CCC2)N1CCC(c2ccccc2)C1
XS839900b,N#CC1=CCCC(C1)OC(=O)CN2CCCCCCC2=O,1,O=C(CN1CCCCCCC1=O)OC1CC=CCC1
XS841894b,CC(C(=O)N1CC=2C=CC(O)=CC2C3(CC3)C1)N4C=CC=N4,1,O=C(Cn1cccn1)N1Cc2ccccc2C2(CC2)C1
XS846611a,O=C(C1CNC(=O)C1)N2CCN(CC2)C=3C=CC=CC3O,0,O=C1CC(C(=O)N2CCN(c3ccccc3)CC2)CN1
XS838541b,COCCN(C(=O)C#CC=1C=CC(=CC1)OC)C(C)COC,0,c1ccccc1
XS846616a,CC(SC=1N=CC=CN1)C(=O)NC=2C=CC(=CC2)C(N)=O,0,O=C(CSc1ncccn1)Nc1ccccc1
XS186555b,CCCNC(=O)NC(=O)CN1CCCC1CC=2C=CC=CC2,0,c1ccc(CC2CCCN2)cc1
XS846614a,CC1=CSC(=N1)C2CCCCN2C(=O)C=3C=CN=C(C)N3,0,O=C(c1ccncn1)N1CCCCC1c1nccs1
XS836517b,CC(NC(=O)CN1N=CC(=O)C=2C=CC=CC21)C=3N=NNN3,0,O=C(Cn1ncc(=O)c2ccccc21)NCc1nn[nH]n1
XS837659b,CCC1(CC1)S(=O)(=O)NCC2CCOCC32CCCC3,1,O=S(=O)(NCC1CCOCC12CCCC2)C1CC1
XS594423b,CC=1C=CC(=CC1)CC(C)N(C)C(=O)C2=CC=C(O2)C(=O)O,0,O=C(NCCc1ccccc1)c1ccco1
XS846617a,CSC=1N=C(C=C(C(=O)OC(C)C(N)=O)C1C#N)C2CC2,1,c1ccc(C2CC2)nc1
XS846622a,O=C(NCC1CCCCC1)C2CC(=NO2)C=3C=CC=C(F)C3,1,O=C(NCC1CCCCC1)C1CC(c2ccccc2)=NO1
XS591197b,O=C(NC1CCCNC1=O)C=2C=CC=C(C2)NC(=O)C3CC3,0,O=C(NC1CCCNC1=O)c1cccc(NC(=O)C2CC2)c1
XS846620a,FC=1C=CC=C(C1)C2=NOC(=N2)C3(CCNC3)C(F)(F)F,0,c1ccc(-c2noc(C3CCNC3)n2)cc1
XS846619a,O=C(C1=CC=CO1)N2CCCC2C3=NC=4C=CC=CC4S3,1,O=C(c1ccco1)N1CCCC1c1nc2ccccc2s1
XS846618a,O=C(C1CCC=2NN=NC2C1)N3CCC4(CCCCC4)CC3,1,O=C(C1CCc2[nH]nnc2C1)N1CCC2(CCCCC2)CC1
XS846624a,CCN(CC1=NC(=NO1)C=2C=CC(C)=C(F)C2)CC(C)C#N,1,c1ccc(-c2ncon2)cc1
XS839920b,COC=1C=CC=2OC(=CC2C1)CNC(C)CCN3C=NC=N3,0,c1ccc2oc(CNCCCn3cncn3)cc2c1
XS837130b,CC(C)(C)OC(=O)CC(C#N)C=1C=CC(Cl)=CC1Cl,0,c1ccccc1
XS839262c,COC(=O)C1CC2(CCC2)CN1C=3N=CC=C4N=CC=NC34,0,c1cc2nccnc2c(N2CCC3(CCC3)C2)n1
XS837521b,COCC1(CCCO1)C(=O)NC2=CN=C3C=CC=CN3C2=O,1,O=C(Nc1cnc2ccccn2c1=O)C1CCCO1
XS846623a,COC=1C=CC=CC1CNC(C)C=2C=CC=C(C2)NC(C)=O,0,c1ccc(CNCc2ccccc2)cc1
XS840651b,COCC1=NC(=CS1)C(=O)N2C=3C=CC=CC3OCC2C,0,O=C(c1cscn1)N1CCOc2ccccc21
XS846621a,CC1CN(CCO1)C2=NN3C=C(N=C3S2)C=4C=CC=CC4,1,c1ccc(-c2cn3nc(N4CCOCC4)sc3n2)cc1
XS846613a,NC(=O)C1CCCCN1CC2=NC(=NO2)C=3C=CC(F)=CC3,1,c1ccc(-c2noc(CN3CCCCC3)n2)cc1
XS820576b,CC1=CC=C(O1)C2=NC(=CS2)C(=O)NC(C)C=3C=CN=CC3,1,O=C(NCc1ccncc1)c1csc(-c2ccco2)n1
XS846627a,CC1(CCCN(C1)C(=O)C=2C=C(ON2)C3CC3)C=4C=CC=CC4,1,O=C(c1cc(C2CC2)on1)N1CCCC(c2ccccc2)C1
XS846636a,CCCN1C(=O)C=2C=CC=CC2NC1C=3C=CC(O)=C(C3)OC,1,O=C1NC(c2ccccc2)Nc2ccccc21
XS846628a,CN1C=CN=C1C(NC(=O)C=2C=CC(=O)NN2)C=3C=CC=CC3,0,O=C(NC(c1ccccc1)c1ncc[nH]1)c1ccc(=O)[nH]n1
XS846626a,CC=1C=C(C)C=C(C1)C(C)NC(=O)C=2C(=O)N(C)N=C(C)C2C,1,O=C(NCc1ccccc1)c1ccn[nH]c1=O
XS846633a,CC=1C=CC=C(N1)C(=O)N2CCCC2C(=O)NC=3C=CC=CC3,0,O=C(Nc1ccccc1)C1CCCN1C(=O)c1ccccn1
XS846631a,CC=1C=C2OC=C(CC(=O)NC(C)C=3C=CC=CN3)C2=CC1C,1,O=C(Cc1coc2ccccc12)NCc1ccccn1
XS846635a,CN(C(=O)NC1CCCC1)C(C=2C=CC=CC2)C=3C=CC=CN3,1,O=C(NC1CCCC1)NC(c1ccccc1)c1ccccn1
XS794253b,O=C(C1CC=2C=CC=CC2C(=O)O1)N(CC3=CC=CO3)C4CC4,1,O=C1OC(C(=O)N(Cc2ccco2)C2CC2)Cc2ccccc21
XS838524b,CN(CC=1C=CN=C(C1)C=2N=NNN2)C3CCC=4C=CC=CC43,0,c1ccc2c(c1)CCC2NCc1ccnc(-c2nn[nH]n2)c1
XS836483b,COC(CCO)CNS(=O)(=O)C=1C=CC2=C(C=CN2C)C1,1,c1ccc2[nH]ccc2c1
XS797857b,CC=1N=C2C=CC(=CC2=NC1C)C(=O)OC(C)C(=O)NC3CC3,1,O=C(COC(=O)c1ccc2nccnc2c1)NC1CC1
XS840639b,CCOC=1N=CC(=CC1Cl)C(=O)NC(C)C2=NC=CS2,1,O=C(NCc1nccs1)c1cccnc1
XS846625a,NC(=O)C1CCCCN1CC2=CSC(=N2)C=3C=CSC3,0,c1cc(-c2nc(CN3CCCCC3)cs2)cs1
XS730137b,CNCC1CCN(C1)C(=O)C=2C(F)=CC=CC2Br,0,O=C(c1ccccc1)N1CCCC1
XS431524b,COC=1C=CC(=CC1)CC(=O)NC(CC(=O)O)C=2C=CC=CC2,0,O=C(Cc1ccccc1)NCc1ccccc1
XS846634a,CC1=C(OC=2C=CC(Cl)=CC12)C(=O)N3CCC(C3)C(N)=O,0,O=C(c1cc2ccccc2o1)N1CCCC1
XS784132b,CNC(=O)C1CCCCN1C(=O)CC=2C=CC=C3C=CC=NC23,0,O=C(Cc1cccc2cccnc12)N1CCCCC1
XS846629a,O=C(C=1C=CC(=CC1)C2=NC=NN2)N3CCOC(C3)C(F)F,0,O=C(c1ccc(-c2ncn[nH]2)cc1)N1CCOCC1
XS711969b,CC=1C=CC=CC1CN(C)C(=O)C2CCCN2S(C)(=O)=O,1,O=C(NCc1ccccc1)C1CCCN1
XS730404b,CC=1C=CC=2OCCCC(NCC3=CN=C4CCCCN34)C2C1,0,c1ccc2c(c1)OCCCC2NCc1cnc2n1CCCC2
XS846630a,CC1CCCCN1C(=O)COC=2C=CC(Cl)=CC2C(N)=O,0,O=C(COc1ccccc1)N1CCCCC1
XS837953b,CN1C(=O)CCC(NC(=O)NCCC2=CCCCCC2)C1=O,1,O=C1CCC(NC(=O)NCCC2=CCCCCC2)C(=O)N1
XS635352b,CCCC=1C=C(NC2CCC3=NC(C)=NN3C2)N4N=CN=C4N1,1,c1cc(NC2CCc3ncnn3C2)n2ncnc2n1
XS846637a,CC(CNC(=O)C=1C=CC(=CC1)C=2C=CC=CC2)N3CCCC3,0,O=C(NCCN1CCCC1)c1ccc(-c2ccccc2)cc1
XS846645a,CCC=1C=CC(=CC1)C2=CSC(=N2)NC(=O)C(C)NC(C)=O,1,c1ccc(-c2cscn2)cc1
XS840585b,CS(=O)(=O)CCC(N)C(=O)N1CCC2(CCCCC2)CC1,0,C1CCC2(CC1)CCNCC2
XS839602b,CC=1N=C(N=C2SC(N)=NC12)N3CCCC4(CCC(=O)N4)C3,1,O=C1CCC2(CCCN(c3ncc4ncsc4n3)C2)N1
XS838112b,CC(CC(=O)NC1(CCOCC1)C=2N=CC=CN2)C3=CC=CO3,0,O=C(CCc1ccco1)NC1(c2ncccn2)CCOCC1
XS846646a,CCN1C(=O)C=2C=CC=CC2NC1C=3C=C4C=CC=CC4=NC3O,0,O=C1NC(c2cnc3ccccc3c2)Nc2ccccc21
XS846647a,CC1=CC=C(CN(C)CC(=O)NC(C)C=2C=CC(C)=C(C)C2)O1,1,O=C(CNCc1ccco1)NCc1ccccc1
XS846640a,NCC1CCN(C1)C(=O)C=2C=CC(Br)=CC2Cl,0,O=C(c1ccccc1)N1CCCC1
XS846642a,CC=1C=C(F)C=CC1NC(=O)NCC(C2=CC=NN2C)C(C)C,0,O=C(NCCc1ccn[nH]1)Nc1ccccc1
XS846650a,O=C1OCCC1N2CCC(CC2)C3=NC=4C=C(Cl)C=CC4O3,1,O=C1OCCC1N1CCC(c2nc3ccccc3o2)CC1
XS846651a,CC=1C=C(C=CC1F)C2=NOC(CCC(=O)NC(C)C(N)=O)=N2,0,c1ccc(-c2ncon2)cc1
XS846649a,CCC(=O)N1CCCC(C1)C(=O)NC=2C=CC(F)=C(F)C2F,1,O=C(Nc1ccccc1)C1CCCNC1
XS846643a,CC=1C=CC=CC1C(=O)OC(C)C(=O)NC2(C#N)CCCCC2,1,O=C(COC(=O)c1ccccc1)NC1CCCCC1
XS846639a,O=C(CN1CCCCC1CN2C=NC=N2)NCC3=CC=CS3,0,O=C(CN1CCCCC1Cn1cncn1)NCc1cccs1
XS811886b,COC=1C=CC=C(C1)C(=O)OC(C)C(=O)NCC2CCCCC2,1,O=C(COC(=O)c1ccccc1)NCC1CCCCC1
XS846638a,CC1=CSC(=N1)C2CCCCN2C(=O)COC=3C=CC=CC3,0,O=C(COc1ccccc1)N1CCCCC1c1nccs1
XS846641a,CC(NC(=O)C=1CCC(=O)N(C)N1)C23CC4CC(CC(C4)C3)C2,0,O=C1CCC(C(=O)NCC23CC4CC(CC(C4)C2)C3)=NN1
XS552854b,CC=1C=CC(C2=NOC(=N2)C(C)NC(=O)C=3C=COC3)=C(F)C1,1,O=C(NCc1nc(-c2ccccc2)no1)c1ccoc1
XS839578b,CC(C1CC1)N(C(=O)C=2C=CC=C(C2)N=S(C)(C)=O)C3CC3,0,O=C(c1ccccc1)N(CC1CC1)C1CC1
XS846652a,NC(=O)C1CN(CCO1)C(=O)NCC2(CCC2)C=3C=CC=CC3,0,O=C(NCC1(c2ccccc2)CCC1)N1CCOCC1
XS846644a,CC1CCCN(CC2=CSC(=N2)NC(=O)C=3C=CC=CC3)C1,0,O=C(Nc1nc(CN2CCCCC2)cs1)c1ccccc1
XS726755b,COC=1C=CC(=CC1F)CC(=O)N2CCCC(C2)N3C=CC=N3,1,O=C(Cc1ccccc1)N1CCCC(n2cccn2)C1
XS838680b,O=S1(=O)CCCC(C1)NC=2C=CC(=NC2)OC=3C=CC=CC3,0,O=S1(=O)CCCC(Nc2ccc(Oc3ccccc3)nc2)C1
XS846648a,CCN(CC)C(CNC(=O)NC=1C=CC=CN1)C=2C=CSC2,1,O=C(NCCc1ccsc1)Nc1ccccn1
XS846654a,COC(=O)C=1C=CC(=CC1)CN2CCCC2C=3C=CC(=CC3)OC,0,c1ccc(CN2CCCC2c2ccccc2)cc1
XS837837b,COC(=O)C(C=1C=CC=CC1)N(C)C=2C=CC=C(C2)C=3N=NNN3,0,c1ccc(CNc2cccc(-c3nn[nH]n3)c2)cc1
XS839457b,COC(=O)C(NC=1C=CN(N1)C2COC2)C=3C=C(F)C=C(F)C3,0,c1ccc(CNc2ccn(C3COC3)n2)cc1
XS841599b,CCNC(=O)CN(CC)S(=O)(=O)CC1CCCCC1(F)F,1,C1CCCCC1
XS842568b,O=C(O)C1(CC=CCC1)C(=O)N2CCC=3SC(Cl)=CC3C2,1,O=C(C1CC=CCC1)N1CCc2sccc2C1
XS840580b,COC=1C=CC=CC1C(CNC=2N=CN=C(N)C2Cl)N(C)C,0,c1ccc(CCNc2ccncn2)cc1
XS530479b,CC1=NNC(C)=C1C(C)CC(=O)N2CCC(CC2)C=3C=CC=CC3,0,O=C(CCc1cn[nH]c1)N1CCC(c2ccccc2)CC1
XS749511b,CNC1CCCN(C1)C(=O)C=2C=CC(OC)=C(C2)C=3C=CC=CC3,1,O=C(c1cccc(-c2ccccc2)c1)N1CCCCC1
XS822291b,O=C(NC=1C=CC=CC1)C2CCCN2C(=O)C=3C=C(ON3)C4CC4,0,O=C(Nc1ccccc1)C1CCCN1C(=O)c1cc(C2CC2)on1
XS720331b,COC=1C=C(C=CC1C)C(=O)N2CCCC(C2)NS(C)(=O)=O,1,O=C(c1ccccc1)N1CCCCC1
XS839055b,CC(NC=1C=C2OCCCCN2N1)C3=NC=C(O3)C=4C=CC=CC4,1,c1ccc(-c2cnc(CNc3cc4n(n3)CCCCO4)o2)cc1
XS838278b,O=C(C=1C=C2CCCCC2=NN1)N3CCCC3C=4N=CC=C(O)N4,0,O=C(c1cc2c(nn1)CCCC2)N1CCCC1c1ncccn1
XS846655a,CCC1=NC=CN1C2CCCN(C2)C(=O)C3=CN4C=CC=CC4=N3,0,O=C(c1cn2ccccc2n1)N1CCCC(n2ccnc2)C1
XS846657a,COCCN1C=C(C=N1)NC(=O)NC(C)C=2C=C(F)C=CC2F,0,O=C(NCc1ccccc1)Nc1cn[nH]c1
XS838114b,CC=1C=CC(=C(C)C1)S(=O)(=O)N2CCCC(C#CC(=O)O)C2,0,O=S(=O)(c1ccccc1)N1CCCCC1
XS846656a,CC1CN(CCO1)C(=O)CN(C)CC23CC4CC(CC(C4)C3)C2,0,O=C(CNCC12CC3CC(CC(C3)C1)C2)N1CCOCC1
XS744971b,CNC1=NC(=CS1)C(=O)N2CCCC(C2)C(=O)NCC3CC3,0,O=C(NCC1CC1)C1CCCN(C(=O)c2cscn2)C1
XS474281b,CC=1NN=CC1C(=O)NC(C=2C=CC=C(Cl)C2)C=3C=CC=CN3,1,O=C(NC(c1ccccc1)c1ccccn1)c1cn[nH]c1
XS837785b,O=C(NC=1C=NC=C2C=CC=CC12)C3COC=4C(Cl)=CC=CC43,0,O=C(Nc1cncc2ccccc12)C1COc2ccccc21
XS838081b,COC=1C=CC(=CC1C)S(=O)(=O)N2CC(C)CN3N=CN=C23,0,O=S(=O)(c1ccccc1)N1CCCn2ncnc21
XS837812b,COC(=O)C(CC=1C=CC=CC1)OC(=O)C=2C=CN=C3NC=CC23,1,O=C(OCCc1ccccc1)c1ccnc2[nH]ccc12
XS846658a,CC1=NC2=CC=NN2C(C)=C1CCC(=O)NC(C)C=3C=CC=CC3,0,O=C(CCc1cnc2ccnn2c1)NCc1ccccc1
XS846665a,COC=1C=CC(=CN1)NC(C)C(=O)NC=2C=CC=3OCCOC3C2,1,O=C(CNc1cccnc1)Nc1ccc2c(c1)OCCO2
XS846663a,CC(C)C1=NC(=NN1)SCC(=O)N2C=3C=CC=CC3CCC2C,0,O=C(CSc1nc[nH]n1)N1CCCc2ccccc21
XS729611b,CCN1CCN(CC1C2=NC=CN2C)C(=O)C=3C(C)=NN(C)C3C,0,O=C(c1cn[nH]c1)N1CCNC(c2ncc[nH]2)C1
XS846668a,COC=1C=CC=CC1NC(=O)C(C)NC=2C=CC(=CC2)NC(C)=O,0,O=C(CNc1ccccc1)Nc1ccccc1
XS840329b,CCOC(=O)C1CN(CC21CC2)C=3C=C(N=C(C)N3)N4C=NC=N4,1,c1nc(N2CCC3(CC3)C2)cc(-n2cncn2)n1
XS846666a,CCNC(=O)C1CCN(CC1)C(C)C2=NN=C(O2)C=3C=CC=CC3,0,c1ccc(-c2nnc(CN3CCCCC3)o2)cc1
XS578247b,CNC(=O)C1CCCN1CC2=NC(=NO2)C=3C=CC=4OCOC4C3,0,c1cc2c(cc1-c1noc(CN3CCCC3)n1)OCO2
XS842381b,CN1N=CC=2C(=CC=NC21)NC3CCN(C3)C=4N=CC=CC4Cl,0,c1ccc(N2CCC(Nc3ccnc4[nH]ncc34)C2)nc1
XS846662a,CC(CN1CCCC1=O)NC(=O)NC=2C=C(ON2)C=3C=CC=CC3,0,O=C(NCCN1CCCC1=O)Nc1cc(-c2ccccc2)on1
XS842742b,CC(C=1C=CC=C(O)C1)N(C)S(=O)(=O)C=2C=CC=3C=NNC3C2,0,O=S(=O)(NCc1ccccc1)c1ccc2cn[nH]c2c1
XS842437b,CC(C)(C=1N=NN(CC2CC(C)(C)OC2(C)C)N1)S(C)(=O)=O,0,c1nnn(CC2CCOC2)n1
XS846669a,CC1C=2NC=3C=CC=CC3C2CCN1C(=O)COC4CCCCC4,1,O=C(COC1CCCCC1)N1CCc2c([nH]c3ccccc23)C1
XS846660a,CCNC(=O)NC(=O)C(C)NC=1C=CC(C)=C(C1)OCC(F)F,1,c1ccccc1
XS837849b,CC(CS(C)(=O)=O)NS(=O)(=O)C=1C=CC=C(Cl)C1F,1,c1ccccc1
XS840007b,CC1=NOC(=N1)C2CCCCN2C(=O)C=3C=CC=4OC(=O)NC4N3,0,O=C(c1ccc2oc(=O)[nH]c2n1)N1CCCCC1c1ncno1
XS575705c,CC(C)C=1C=CC(=CC1)C(=O)N2CCC(C2)C=3C=C(O)N=C(N)N3,1,O=C(c1ccccc1)N1CCC(c2ccncn2)C1
XS522633b,COC=1C=CC(=CC1OC)CC(=O)N2CCCC(C2)N3C=CN=C3,0,O=C(Cc1ccccc1)N1CCCC(n2ccnc2)C1
XS677433b,O=C(C1=CNN=C1C2CCOCC2)N3CCCC(C3)C4=NC=CN4,0,O=C(c1c[nH]nc1C1CCOCC1)N1CCCC(c2ncc[nH]2)C1
XS839117b,CC1=NOC(C)=C1C2=CN(N=N2)C3CCN(C=4C=NN(C)C4)C3=O,1,O=C1C(n2cc(-c3cnoc3)nn2)CCN1c1cn[nH]c1
XS846670a,CCN(CC1COC=2C=CC=CC2O1)C(=O)CC=3C=CC=C(N)C3,0,O=C(Cc1ccccc1)NCC1COc2ccccc2O1
XS494499b,CCC(CC)N1N=CC(C(=O)N2CC(CO)C=3C=CC=CC32)=C1C,1,O=C(c1cn[nH]c1)N1CCc2ccccc21
XS846661a,CC1=NN(C)C(C)=C1C2CCCN2C(=O)C3=CC(CC(C)C)=NN3,0,O=C(c1ccn[nH]1)N1CCCC1c1cn[nH]c1
XS846667a,CC=1N=CSC1C(=O)N2CCCC2C=3C=CC=4OCCOC4C3,0,O=C(c1cncs1)N1CCCC1c1ccc2c(c1)OCCO2
XS846676a,O=C(NC(CO)CC1=CNC=2C=CC=CC12)C=3C=CN=C4N=NNC34,0,O=C(NCCc1c[nH]c2ccccc12)c1ccnc2nn[nH]c12
XS692476b,CCC1=NOC(CN(C)C2CCN(C2=O)C=3C=CC=CC3Cl)=N1,0,O=C1C(NCc2ncno2)CCN1c1ccccc1
XS846674a,CC(C(=O)NC(C)(C)C)S(=O)(=O)CC1=NOC(=N1)C(C)(C)C,1,c1ncon1
XS551572b,CC(NC(=O)C(C)(C)C)C(=O)N1CCC(CC1)NC=2C=CC=NN2,0,c1cnnc(NC2CCNCC2)c1
XS846675a,CC(NC=1C=CC=C(C1)C(F)(F)F)C(=O)NC=2C=CC=CC2C#N,0,O=C(CNc1ccccc1)Nc1ccccc1
XS653258b,CC1=NNC(C)=C1S(=O)(=O)N2CC(OC=3C=CC=CC32)C(N)=O,0,O=S(=O)(c1cn[nH]c1)N1CCOc2ccccc21
XS846678a,CNC(=O)NC(=O)C(C)NC=1C=CC=C(C1)CN2CCCCC2=O,1,O=C1CCCCN1Cc1ccccc1
XS657796b,O=C(NC=1C=CC=C(Cl)C1)C2CCCN(C2)C(=O)N3CCCC3,1,O=C(Nc1ccccc1)C1CCCN(C(=O)N2CCCC2)C1
XS836607b,COC=1C=CC(=CN1)NC(C(N)=O)C=2C=CC(Br)=CC2,1,c1ccc(CNc2cccnc2)cc1
XS841247b,CN(CC=1C=CC=CN1)C(=O)C(CS(C)(=O)=O)C=2C=CC=CC2,0,O=C(Cc1ccccc1)NCc1ccccn1
XS839861b,COC1CCCCN(CC(=O)N2N=C(N)C=3C=C(F)C=CC32)C1=O,0,O=C1CCCCCN1CC(=O)n1ncc2ccccc21
XS839052b,CC(NC=1C=CC2=NSN=C2C1)C=3C=CC(=CC3)S(C)(=O)=O,1,c1ccc(CNc2ccc3nsnc3c2)cc1
XS846672a,CC=1C=C(NC(=O)C2CC=3C=CC=CC3O2)N(N1)C=4C=CC(C)=CC4,1,O=C(Nc1ccnn1-c1ccccc1)C1Cc2ccccc2O1
XS592221b,CC(C)CC(=O)NC=1C=CC(=CC1F)C(=O)NC2CCCN(C)C2,0,O=C(NC1CCCNC1)c1ccccc1
XS840019b,COCCN1N=C(C=CC1=O)C(=O)N2CCCC(C2)C(F)(F)F,0,O=C(c1ccc(=O)[nH]n1)N1CCCCC1
