mol_id,smiles
XS764874b,CC1=NOC(C)=C1S(=O)(=O)N2CCN(CC2)C(=O)C(C)C=3C=CC=NC3
XS845788a,CC(CNC(=O)C=1C=C(N=C2C=CC=CC12)C=3C=CC=CN3)N4CCOCC4
XS845784a,COCC(C)NC(=O)C1CCN(CC1)C=2N=CC(=CC2Cl)C(F)(F)F
XS056720e,CC1=CC(=NO1)NC(=O)C(C=2C=CC=CC2)N3CCN(CC3)C(=O)C4=CC=CO4
XS845796a,CC1=NN(C)C=2SC(=CC12)C(=O)NC(C)CN3CCN(CC3)C=4C=CC=CC4
XS845801a,COC=1C=CC=C(C1)NC(=O)CN(C)C(=O)C=2C=CC(=CC2)OCC3CCCO3
XS836562b,CC(NC(=O)C=1CCC(=O)N(N1)C=2C=CC=CC2)C=3C=CC(=CC3)S(C)(=O)=O
XS845797a,CCCNC(=O)NC(=O)COC(=O)C(C(C)C)N1C(=O)C=2C=CC=CC2C1=O
XS845800a,COC=1C=CC=C(C1)C2CCCN2S(=O)(=O)C=3C=CC=CC3Br
XS791581b,O=C(CNC(C1=CC=CS1)C=2C=CC=CC2)N3CCN(CC3)C=4N=CC=CN4
XS845806a,CC1=CC=C(S1)S(=O)(=O)N2CCCC(C2)C(=O)N(C)C=3C=CC=CC3F
XS845799a,O=C(NCCC=1C=CC=2NC=CC2C1)N3CCCC(C3)N4CCCS4(=O)=O
XS845802a,CC1=NOC=2N=C(C=C(C(=O)OC(C)C(=O)N3CCCC3)C12)C=4C=CC(F)=CC4
XS845794a,CC1=CC(=O)N2N=C(CN(C)C(C)C=3C=CC(=CC3)S(N)(=O)=O)SC2=N1
XS840957b,CC1=CC=C(S1)C(=O)N2CC3(C2)CCCN(C3)C(=O)C4CCC5=NC=NN5C4
XS842334b,O=S(=O)(CC=1N=CSC1Cl)N2CCOCCC2C=3C=CC(F)=CC3
XS656847b,CC1=CSC(=N1)C(NC(=O)C=2C=C(C=CC2Cl)N3CCCC3=O)C4CC4
XS840469b,COC=1C=C(C=C2OCCOC12)C(=O)NC(C)C=3C=CC=C(C3)S(N)(=O)=O
XS845798a,CC(OC(=O)CCCN1C(=O)OC=2C=CC=CC21)C(=O)N(C)CC=3C=CC=CC3
XS845805a,O=C(C1CCCN(CC(F)(F)F)C1)N2CC=C(CC2)C3=CNC=4N=CC=CC34
XS845803a,CC(=O)NCC=1C=CC(=CC1)S(=O)(=O)N(C)CC2COC=3C=CC=CC3O2
XS837663b,CN1N=NC=2CC(CCC21)NC(=O)NC=3C=CC=C(C3)COC=4C=CC(F)=CC4
XS845804a,CC1=C(C(=O)NC=2C=CC(F)=CC2)C(NC(=O)N1C)C=3C(F)=CC=CC3Cl
XS840977b,CCOCC=1N=C(C=2N=NN(C2C)C=3C=CC(F)=C(F)C3)N(N1)C(C)C4CC4
XS837875b,CCN1C(=NN=C1N2CCC=3C=CC=CC3C2)C4CC=5C=C(F)C=CC5NC4=O
XS699440b,CC1CCCCN1CC=2C=CC=CC2CNC(=O)CNC(=O)CC=3C=CC=CC3
XS845795a,CC(SC=1C=CC(=CN1)S(=O)(=O)N(C)C)C(=O)NC(=O)NC(C)(C)C
XS845811a,CC=1C=C(C=CC1F)N2CC(CC2=O)C3=NC(=NO3)C=4C=CC(=CC4)S(N)(=O)=O
XS837759b,CC1=NC(=NN1C2=NN=C(N2)C(F)(F)F)C(=O)NCC3COC=4C=CC=CC4O3
XS845807a,CC(C)C=1C=CC(=CC1)C(C)NC(=O)CN2C(CS(C)(=O)=O)=NC=3C=CC=CC32
XS845819a,O=C(CC=1C=CC=CC1)N2CCCC(C2)C(=O)NC=3C=CC(=C(F)C3)N4C=CC=N4
XS673775b,COCCC1=NC(CN2CCOCC2C=3C(C)=NN(CC(F)(F)F)C3C)=NO1
XS056501d,CC=1N=C2C=CC=CC2=NC1COC(=O)C(C)N3C(=O)C=4C=CC=C(C4C3=O)[N+]([O-])=O
XS845816a,CCN(CC)C(=O)N1CCCC(C1)C(=O)NC2=NC(C)=C(S2)C=3C=CC=CN3
XS842500b,CC(NC(=O)C=1C=NN(C)C1C#N)C2=NC(=CS2)C=3C=CC(Cl)=CC3Cl
XS388181b,CN1C=CN=C1C(NC(=O)C2=CN=C3SCCN3C2=O)C=4C=CC(Cl)=CC4
XS845815a,COC=1C=CC2=NC(C)=C(C=C2C1)C(=O)NC(C)C3=CC(OC)=C(OC)C(=C3)OC
XS840025b,CCOC=1C=CC(=CC1)NC=2N=CC=CC2C(=O)OC(C)CN(C)S(C)(=O)=O
XS845809a,CCC=1C(=CN=C2C1C(=O)N(C)C(=O)N2C)C(=O)NCC(C)N(C)C=3C=CC=CC3
XS845812a,CC(NC(=O)CCC1=NC=C(O1)C=2C=CC(F)=CC2F)C=3C=CC=4OCOC4C3
XS845808a,COC(=O)C=1C=CC(C)=C(C1)NC(=O)N(C)C2CS(=O)(=O)C=3C=CC(Cl)=CC32
XS845813a,CCOC=1C=C(C=CC1OCC=2C=CN=CC2)C(=O)N(C)C3CCS(=O)(=O)C3
XS845818a,COC=1C=C(C=CC1OC(=O)C2=CC=CO2)C3NC(=O)NC(C)=C3C(=O)OC(C)C
XS839441b,CC1=NC2=C3C=CC=NC3=NN2C(C)=C1CCC(=O)OCC4CC=5C=CC=CC5O4
XS837573b,CCC(C)(COC=1N=CC=CC1Cl)NS(=O)(=O)CC=2C=C(ON2)C(C)(C)C
XS841389b,CN1CCCCC1C(=O)N2CC(C2)C3=CN(N=N3)C=4C=CC(Br)=C(F)C4
XS837269b,CC=1N=C(SC1C(=O)NNC(=O)C2CCCN2S(C)(=O)=O)C=3C=CC=CC3
XS699314b,O=C(CN1CCCC1C2=CC=CS2)N3CCN(CC3)S(=O)(=O)C=4C=CC=CC4
XS845817a,O=C(C1CC=2C=CC=CC2C(=O)O1)N3CCN(CC3)S(=O)(=O)C4=CC=CS4
XS841352b,CN1C(=NC=2CCCCC21)C3CCCN3C(=O)C=4C=C(C=CC4F)N5CCOC5=O
XS841895b,CC=1C=CC(F)=C(C1)C=2C=C(NC(=O)NC3=CC=NN3C4CCS(=O)(=O)C4)NN2
XS845810a,CC(OC=1C=CC=CC1C(N)=O)C(=O)NC=2C=CC(=CC2)S(=O)(=O)N3CCCC3
XS845814a,O=C(NCC=1C=CC(=CC1)CN2CCC=3C=CC=CC32)C4CC(=O)NC=5C=CC=CC54
XS845825a,O=C(NC=1C=CC=CC1)C2CCCN(C2)C=3C=CC(=CN3)S(=O)(=O)N4CCCCC4
XS680638b,O=S(=O)(C=1C=CC=C(Cl)C1F)N2CCC3(CC3C4=NN=C(O4)C=5C=CC=CC5)CC2
XS845835a,O=C1C=C(CN2CCCC2C=3C=CC=4OCCCOC4C3)N=C5C=CC(Br)=CN15
XS845824a,CCN1C(=O)N(CCC(=O)N2CCCC2C=3C=CC(=CC3OC)OC)C=4C=CC=CC41
XS431497b,CCN(C(=O)C=1C=CC(=CC1)OCC2=CN3C=C(C)C=CC3=N2)C4CCS(=O)(=O)C4
XS845837a,O=C(CC=1C=CC=CC1)N2CCCC2C(=O)N3CCN(CC3)C=4N=CN=C5SC=CC45
XS845834a,CCC(=O)N1N=C(CC1C=2C(F)=CC=CC2Cl)C=3C=CC(=CC3)NS(C)(=O)=O
XS804017b,CCN(C(=O)C(C)OC(=O)C=1C=CC=C(C1)S(=O)(=O)N(C)C(C)C)C=2C=CC=CC2
XS845821a,COC=1C=CC(OC)=C(C1)NC(=O)C(C)OC(=O)C=2C=CC(=CC2)N3C(=O)CCC3=O
XS845826a,CC1CCCCN1C(=O)CN(CC=2C=CC=CC2Cl)S(=O)(=O)C=3C=CC=CC3F
XS845829a,COC=1C=CC=CC1NC(=O)C2=C(C)NC3=NC(=NN3C2C=4C=CN=CC4)C5=CC=CS5
XS845820a,O=C(C=1C=CC=C(C1)S(=O)(=O)N2CCCCC2)N3CC(OC=4C=CC=CC43)C(=O)N5CCOCC5
XS845823a,CC=1C=C(C)C(=C(C)C1)S(=O)(=O)N2CCC(CC2)C(=O)N3CCCC3C=4C=CC=NC4
XS392309b,CN1CCC2(CC1)CC(NC(=O)NC=3C=CC(=CC3)S(N)(=O)=O)C=4C=CC=CC4O2
XS836720b,COC(=O)C=1C(C)=C2C=CC=CC2=NC1CN3C=4C=CC(=CC4CC3C)S(N)(=O)=O
XS845822a,CCC(C)N1N=CC=2C(=CC(C)=NC21)C(=O)NC=3C=CC(=CC3)CN4CCN(CC4)C(C)=O
XS845833a,CC=1C=CC=2C(=NNC2C1)C(=O)NCC=3C=CC=4CN(C(=O)C4C3)C5CCC(=O)NC5=O
XS845836a,NC(=O)C1CC(=NN1C=2C=CC=CC2)C(=O)NC=3C=CC(=CC3)CN4CCN(CC4)C=5C=CC=CN5
XS047217c,CC(C)N(C(=O)CN1C(=NC=2C=CC=CC21)C3CC(=O)N(C3)C=4C=CC=CC4F)C=5C=CC=CC5
XS845827a,CCOC=1C=CC(=CC1)S(=O)(=O)NCCC(=O)N(C)CC2COC=3C=CC=CC3O2
XS845830a,CC(NC=1C=CC=2OCCCOC2C1)C(=O)NC=3C=CC(=CC3)S(=O)(=O)N4CCCC4
XS845831a,O=C(CN1CCCC1C=2C=CC=3OCCOC3C2)NC(=O)NC=4C=CC=5OCCOC5C4
XS845832a,COCCOC(=O)C1=C(C)N(C(=O)NC1C=2C=CC(=CC2)C(=O)OC)C=3C=CC=CC3
XS575222b,O=C(C1CN(CCO1)S(=O)(=O)C=2C=CC=CC2Cl)N3CCN(CC(F)F)CC3
XS839110b,CC=1C=CC(=CC1)C(=O)NC2CN(CC3=CC=NN3C2)C(=O)C=4C=CC=5CC(=O)NC5C4
XS845828a,CC=1NC2=NC(=NN2C(C=3C=CC=NC3)C1C(=O)NC=4C=CC=NC4)C=5C=CC=C(Cl)C5
XS845843a,CCOC=1C=C2CC(C)OC2=CC1NC(C)=O
XS845838a,CCC(NC(N)=O)C(=O)NC=1C=CC(C)=C(C)C1
XS841675b,CC1(C)CC2(CCO1)NC(=O)C=3C=CC=CC3N2
XS837783b,COCC(NC(=O)C1CC2(CCC2)C1)C(N)=O
XS845847a,CN1CC(CC1=O)C2=NC=3C=CC=CC3N2
XS845839a,CC1=CC(C)=CC(=C1)N(C)C(=O)C2CCNC2
XS845851a,O=C(C1=CC=CO1)N2CCCC(C2)C(F)(F)F
XS838703b,CC(=O)NCC1C(F)(F)C21CC2
XS845845a,O=C(C1CCC2=CN=CN2C1)N3CCCCC3
XS845844a,CC1CN(CCO1)C=2N=CN=C3C=CC=CC23
XS837449b,O=C(C1CCOC1)N2CCN3N=CC=C23
XS507308b,CN1C=NC=C1CNC2CCOC=3C=CC=CC32
XS845849a,CC1CCCN(C1)C(=O)C=2C=CC=CN2
XS845841a,CC(C#N)SC1=NN=C(O1)C=2C=CC(F)=CC2
XS845850a,O=C(NCC1CCOC1)C2=CN3C=CC=CC3=N2
XS845848a,CC1CC=2C=CC=CC2N1C(=O)C3=CC=CO3
XS837487b,O=C1NCCC1N2CCOCC(F)(F)C2
XS845840a,COCC1CCN(C1)C=2C=CN=C3C=CSC23
XS842348b,CC(NCC=1C=CNC1)C=2C=CC3=CC=CC=C3C2
XS838706b,CC(=O)NC(COC(F)F)C1CC1
XS841639b,CCN1CN(CC1=O)C(=O)C2CC32CCCC3
XS841194b,CC1(COC(=O)N1)C=2C=CC=C(C2)[N+]([O-])=O
XS839404b,CC1(C)COCCC1C(=O)NN2C=CC=N2
XS837257b,CC1CNC(=O)C=2C=CC=C(Br)C21
XS845846a,CC(NC=1N=CN=C2C1C=NN2C)C3CC3
XS845842a,CCC1CCN(C1)C2=NC(=CO2)C(=O)O
XS839816b,CC=1C=CC(NC(C)CS(C)(=O)=O)=C(C)N1
XS845854a,CC=1C=C(C(=O)N(C)C(C)CO)C2=CC=CC=C2N1
XS845862a,CC(C=1C=CC(=CC1)N2C=NC=N2)N(C)C(=O)C3CC3
XS760040b,O=C(NC1CCCNC1)C=2C=CC=CC2C(F)(F)F
XS845856a,CC(CCC1=CC=CO1)NC=2N=CN=C3C2C=NN3C
XS845855a,CC(C)C(NC(=O)C=1C=COC1)C=2C=CC(F)=CC2
XS840882b,CC1=CC(=NO1)C2CCCN2C3=CC=CC4=NN=CN34
XS837862b,CCC(NC(=O)C1=CN(N=N1)C(C)(C)C)C(F)F
XS842130b,C#CCC(OC(=O)C1=CN2C=CC=CC2=N1)C3CC3
XS845860a,CC1CCCN(C1)C(=O)CN2CCCCCCC2=O
XS163410b,NC(=O)C(NC=1C=CC(Cl)=CC1)C=2C=CC=CC2
XS845853a,O=C(NC=1C=CC(=CC1)C=2C=CNN2)C3CCCN3
XS788904b,O=C(NCC1CC=2C=CC=CC2O1)C=3C=CC(O)=NC3
XS845857a,CCC(CC=1C=CC=C(C1)C=2C=CC=NC2)C(=O)O
XS845861a,CC(C(N)=O)N1CCCN(CC1)C=2C=CC(C#N)=CC2
XS079187b,CC=1OC=CC1C2=NN=C(O2)SC(C)C(N)=O
XS613361b,CC1CCCN(CC1)C2=NC=3C=CC=CC3C(=O)N2
XS837352b,COC=1N=CC(=CC1C)C=2C=CC(=CC2)C(C)C(=O)O
XS840175b,CCN(CC=1N=NNN1)C(=O)CC2CC(C)(C)CO2
XS501704b,CC(NC(=O)C=1C=CC=NC1O)C(=O)N2CCCC2
AR001818b,C=1C=CC2=C(C1)NC3=NC=NC(NCC4CCOC4)=C32
XS837364b,OC1(CN2CC(CC3=CC=CO3)C2)CCCOC1
XS845859a,O=C(NCC1CCN(C1)C2CC2)C=3C=CC=CC3F
XS845858a,CC(CN1C=CC=N1)NC=2N=CN=C3C=CSC23
XS840427b,CC=1N=C(C)N(CC(C)C(=O)NC2=NC=CS2)N1
XS845867a,CC(OC=1C=CC=C(Cl)C1)C(=O)NC=2C=CC=CC2
XS837695b,COC=1N=CC=C2CCN(CC12)C(=O)C3(C)CC3(F)F
XS397241b,COC=1C=CC=CC1C(C)NC(=O)C=2C=CC=CC2F
XS727017b,O=C(C1CNCCO1)N(CC=2C=CC=CC2F)C3CC3
XS842630b,CC(C(=O)N1CCOC=2N=CC=CC2C1)C=3C=NN(C)C3
XS838655b,CC=1C=CC=CC1N2C=C(C=N2)OCC3CCC(=O)NC3
XS842293b,CC1=CON=C1CNC(C=2C=NN(C)C2)C=3C=CC=NC3
XS839830b,CC1=NC=2CCCC(NC(=O)C3=CC=4OC=CC4N3)C2N1
XS838542b,COC1=NNC=C1C(=O)N2CCC3(CCC3)C(CO)C2
XS845871a,CC=1C=CC(CN2CCOC(CN3C=CN=N3)C2)=NC1
XS837720b,CC1=CC=C(S1)C(C)N(C)C=2C=CC3=NN=NN3N2
XS845873a,CC1C=2NC=3C=CC=CC3C2CCN1C(=O)C=4C=COC4
XS588235b,CC(C)NCC(O)CN1C=2C=CC=CC2C=3C=CC=CC31
XS733093b,CC1C(=O)NCCN1C(=O)C=2C=CC=C(C2)C(F)(F)F
XS845868a,CCC1COCCN1C(=O)C=2C=CN=C3C2N=NN3C
XS845869a,O=C(O)CC(NC(=O)C1=CC=CS1)C2=CC=CS2
XS842448b,OC1(CNC=2C=CC(=CN2)C(F)(F)F)CCSC1
XS840598b,FC=1C=CC(F)=C(C1)C(NCCN2C=CN=C2)C3CC3
XS845872a,CN1C=CN=C1C(NS(N)(=O)=O)C=2C=CC(F)=CC2
XS845866a,CCC(C)OC=1C=C(C=CN1)C(=O)NCC2=NC=CN2
XS845863a,CC=1N=C(C=2C=CC=CC2)N(CC(=O)NC(C)C3CC3)N1
XS842164b,CN1CCCCC(C(=O)N2CC(C2)OC(F)F)C1=O
XS840594b,CC(CNC=1C=CC(=C(C#N)C1)[N+]([O-])=O)CN2C=CC=N2
XS845864a,CC1=CC(=NN1)C2CCCN(CCN3CCCC3=O)C2
XS839302b,CC(NC=1C=CC=C(C1)C2=NN=NN2C)C=3C=NC=CN3
XS845865a,CC1CN(CCN1)S(=O)(=O)C=2C=C(F)C=CC2F
XS562367b,CNC1CCCN(C1)C(=O)CCCOC=2C=CC=CC2F
XS845882a,CC(NC=1C=CC=2NC(=O)CCC2C1)C(=O)N3CCCC3
XS845884a,CCNC(=O)C(C)NC(=O)NC=1C=CC=CC1SCC
XS841685b,CC(C)(C(=O)NC1CCC2(CCCC2)C1)C=3C=NC=CN3
XS838683b,FC=1C=C(F)C=C(C1)C(F)CNC2=NC=CC3=CN=CN23
XS776826b,CC1=NC(CC(C)C)=C(S1)C(=O)N2CCCC(C)(O)C2
XS845877a,CC1=CSC=C1C(=O)N2CCN(C)C(C2)C3=NC=CN3
XS845878a,CN1N=C(C=C1NC(=O)C2=CC=NN2C)C3CCCOC3
XS845885a,COC=1C=CC(C(=O)NC2CCN(C2)C3CC3)=C(C1)OC
XS768163b,O=C(CC1CCCNC1)N2CCC(CC2)C=3C=CC=CC3
XS390650b,O=C(NC1CCCCNC1=O)N(CC2=CC=CO2)C3CC3
XS845881a,O=C1OCCC12CCCN2CC3=CC(=NN3)C=4C=CC=CC4
XS470682b,CN1C=C2C(=NC=NC2=N1)NCC3CCCC=4C=CC=CC43
XS845883a,COC=1C=CC=C(C1)CC(=O)NC2(C)CCS(=O)(=O)C2
XS563975b,CNC1CCCN(C1)C(=O)COCC=2C=CC=CC2Cl
XS845876a,CN1CCN(CC1C2=NC=CN2)C(=O)C3=CC(Cl)=CN3
XS840222b,COCCC(CO)NC(=O)C=1C=CC2=CC=CC(O)=C2C1
XS838459b,CC1CN(CC2=CNN=C21)C=3C(F)=C(Cl)C=CC3C#N
XS841381b,CC1=CC(=O)NC(=N1)NCC2CSC=3C=CC=CC3O2
XS845880a,CC(C(=O)NCCC=1C=CC=2OCOC2C1)N3C=CC=N3
XS712492b,COC=1C=CC=C(C1)NC(=O)CN(C)C(=O)C2CCCO2
XS845874a,CC1=NC(CN(C)C2CCCN(C2)C=3C=CC=NN3)=NO1
XS845879a,CC=1C=CC(=CC1)CNC(=O)N2CCCC2C=3C=CN=CC3
XS829006b,CC(=O)N1CC(=O)NC=2C=C(C)C=CC2C1C=3C=CC=CC3
XS840548b,CC(C)C(C1=NC(=NO1)N(C)C)N2CCCS2(=O)=O
XS845886a,CC=1SC=2N=CN=C(C2C1C)N3CCCC(C3)C(=O)O
XS845901a,CC(NS(=O)(=O)C=1C=CC=C(F)C1)C(=O)N2CCCC2
XS703308b,CC(SC=1C=CC=CC1C(=O)O)C(=O)NC=2C=CC=CC2
XS845899a,CC(=O)N1CCN(CC1)C(C)C(=O)NC=2C=CC(C#N)=CC2
XS845893a,CC(=O)NC(C(=O)N(C)C1=NC=2C=CC=CC2S1)C(C)C
XS845889a,COC=1C=CC=C(C1)C(=O)N2CCCC2C=3C(C)=NNC3C
XS845892a,NC(=O)C(NC(=O)CN1CCCCCC1=O)C=2C=CC=CC2
XS845900a,O=C1C=2C=CC=CC2NC(C3=CN4C=CC=CC4=N3)N1C5CC5
XS435449b,CC(NC(=O)C=1C=CC=NC1)C=2C=CC(=CC2)S(N)(=O)=O
XS845894a,CC(=O)N1CC2(CCCC2)C=3C=C4OCCOC4=CC3C1C
XS587583b,NC=1N=C(CSC2CCCCNC2=O)N=C3C=CC=CC13
XS839040b,O=C1C2=CC=CN2C=NN1CCC(C=3C=CC=CC3)C(F)F
XS845895a,CCCC(C)NC(=O)C=1C=CC=C(C1)NS(=O)(=O)CC
XS845888a,O=C(NC1CCN(CC=2C=CC=CC2)CC1)C3CC=CCC3
XS845897a,CN(CC(=O)NC(C)(C)C)C(=O)NC1CCC=2C=CC=CC21
XS837177b,CC=1OC(NC(=O)C(C)N2CCNC(=O)CC2)=C(C#N)C1C
XS845896a,CCCNC(=O)C(C)SC=1C=CC(Br)=CN1
XS448878b,CC=1C=CC=CC1C2CCN(C2)C(=O)C3=CNC=4N=CC=CC34
XS845887a,CCCC(=O)NCC1CCCN(C1)C(=O)C=2C=CC=CC2C
XS805428b,CC1=CSC(=N1)C2CCCCN2C(=O)C=3C=CC(C)=NC3
XS845890a,O=C(CC1C=CCC1)NCC=2C=CC(=CC2)NC(=O)C3CC3
XS845898a,CSC=1C=CC(=CC1)C(C)NC(=O)NCC=2C=CC=CC2
XS801277b,CC(=O)NC=1C=CC=C(C1)C(C)NC(=O)C=2C=CC=NC2O
XS605165b,CCCC1=NN(C(=O)O1)C2CCN(C2=O)C=3C=CC(C)=CC3
XS845891a,CC=1C=CC=C(C1)C=2CC(C3=CC=CO3)N(N2)S(C)(=O)=O
XS142909b,CC(NC(=O)CCC1=CC=CS1)C2=NC=3C=CC=CC3N2
XS638371b,CC=1C=C(C)C=C(C1)NC(C)C(=O)NCCC2=CC=CS2
XS806396b,CC(SC=1C=CC(Cl)=CC1)C(=O)N2CCNC(=O)C2
XS845913a,CC=1C=C(NC(=O)C2CC(=O)NC2(C)C)C3=CC=CN=C3C1C
XS845915a,CC(C=1C=CC=CC1F)N(C)C(=O)C=2C=CN=C(C2)NC3CC3
XS838240b,CC1(CCC(=O)NC1=O)N2C(=O)CC3(CCCCCC3)C2=O
XS845903a,COC=1C=C(F)C=CC1N2CCN(CC2)C(=O)C3CCCN3
XS845911a,CCC(CC=1C=CC=C(C1)C=2C=NC=3C=NN(C)C3C2)C(=O)O
XS845904a,COC=1C=C(C#N)C=CC1OC(C)C(=O)NC=2C=CC=C(C)C2
XS842629b,CC(CC=1C=CSC1)N(C)C(=O)NC=2C=CC=3C=CNC3C2
XS836466b,CC(NC(=O)C=1OC=CC1COC=2C=CC=CC2)C=3C=CON3
XS334477b,CC=1N=C(C=CC1C#N)N2CCCC(O)(CC3=NN=CN3C)C2
XS845906a,CC1=CSC(=N1)SCC(=O)NC2CCS(=O)(=O)C2
XS673839b,OC1(CN2C=CN=N2)CCCN(CC=3C=CC=C(F)C3F)C1
XS824641b,CC1=NOC(=N1)C(C)NC(=O)NC=2C=C(Cl)C=CC2Cl
XS845912a,CC(C(=O)N(C)CCOC=1C=CC(Cl)=CC1)N2C=NC=N2
XS845910a,CC1=NOC(CN(C)C(C)C=2C=CC(=CC2)S(C)(=O)=O)=N1
XS845907a,CC(C)CC(CNC(=O)C=1CCC(=O)NN1)N2CCOCC2
XS845902a,CC1=CC(C)=NN1CC2CCCN2C=3N=CN=C4C3C=NN4C
XS837895b,COC(=O)C1=CSC(=C1)NC(=O)C2(C)CCN(C2)C(C)=O
XS840405b,CC1CC=2C=CC=CC2N1CCC(=O)NC=3SC=CC3C#N
XS843010b,CC(NC(=O)C=1C=CC=2N=CSC2C1)C=3C=CC=C(C#N)C3
XS839902b,COCCN1C=CC(=N1)NC(=O)NC2(C)CC(C)(C)OC2=O
XS841932b,COCC1=CN(N=N1)C(C)C2=NC=3C=CC=CC3N2C(F)F
XS133813b,CC=1C=CC(=CC1C)NC(C)C(=O)NC=2C=CC=3OCOC3C2
XS845909a,CN1N=C(C=C1C(=O)N2CCCC2CC=3C=CC=CC3)C(=O)O
XS845905a,CC(C)C1=NN(C)C=C1NC(=O)CN2CCCCC(O)C2=O
XS845914a,CCCC(C)(NC(=O)C=1C=C(Cl)C=2OCOC2C1)C(=O)O
XS845908a,CCC(C)(C)C(=O)NC=1C=CC=C(C1)CS(=O)C(C)(C)C
XS839522b,N#CC1CN(CCO1)C(=O)C2(CC(F)(F)C2)C=3C=CC=CC3
XS845916a,CC1=NC(=NO1)C2CCCN(C2)C(=O)C=3C=CC=C4OCOC34
XS845927a,CC1C(=O)NC=2C=CC=CC2CN1C(=O)C3=CNC=4N=CC=CC34
XS836710b,C#CCNS(=O)(=O)C(C)CCN1C(=O)C=2C=CC=CC2C1=O
XS845917a,CN1CC(CCC1=O)NC(=O)C=2C=CC=C(C2)OC3CCCC3
XS838972b,COC(=O)C1CCS(=O)(=O)N1CC=2C=CC(Cl)=C(C)C2
XS841733b,O=C1ON=C(CC=2C=CC(F)=CC2)N1CC3CC(=NO3)C4CC4
XS838569b,O=C(C1=CNC=2C=CN=CC2C1=O)N3CCC(C3)C=4C=CC=CC4
XS735540b,CC1=NN2CC(CCC2=N1)C(=O)NCCC=3C=CC=CC3Cl
XS845921a,CNC(=O)C1(COC)CCCN1C(=O)C=2C=C(C)C(C#N)=CN2
XS845918a,COC=1C=CC(=CC1)C2=NC(=CS2)C(=O)NCC3CCCO3
XS845922a,CN(CC(=O)NC=1C=CC=C(Cl)C1)C2CCC=3C=CC=CC32
XS845928a,O=C(COCCOC=1C=CC=CC1)NC2CCC3=NC=CN3C2
XS845919a,CCC1CCCCN1C(=O)COC=2C=CC=C3CC(C)(C)OC23
XS845930a,CC(CC=1C=CC2=CC=CC=C2C1)NC(=O)C=3C=CC(=O)N(C)C3
XS845926a,CC1(F)CCN(C1)C(=O)C=2C=CC=3NC(=NC3C2)C(F)(F)F
XS845929a,CCOC=1C=C(C=CC1OC(F)F)CNC2CCCNC2=O
XS845924a,CC(NC(=O)NCC1=NN=C2CCCCCN12)C3=CC=CS3
XS504831b,COC=1C=CC(=NN1)C(=O)NC(C=2C=CC(F)=CC2)C(C)(C)C
XS845923a,CC(NC=1C=CC(=CC1)OC2CCCC2)C(=O)N3CCNC3=O
XS845925a,CCC(CNC(=O)NC1CCCC1)N2CCC=3C=CC=CC3C2
XS790599b,CC(C(=O)NCC=1C=CC(=NC1)N2CCCCC2)N3C=NC=N3
XS400841b,CC=1C=C(NC(=O)CN2CCOC(CN3C=CC=N3)C2)N(C)N1
XS845920a,O=C(C1=COC=2C=C(F)C=CC12)N3CCC(C3)N4CCCC4=O
XS841590b,CNC(=O)C1=CN=C(O1)C2CCN(CC2)C(C)C3=NN=NN3C
XS842346b,O=S1(=O)CCC(C1)C2=CSC(=N2)C3=NNC=4C=CC=CC34
XS454254b,CC1=NC=C(CN2CCCNC(=O)C2CC=3C=CC=CC3)S1
XS838877b,COC=1C=C(F)C=C(C1)C2=NOC(=N2)N3CCCC43CCNC4
XS840631b,COC=1C=CC=NC1NC(=O)CC(C=2C=CC=CC2)C(F)(F)F
XS483866b,O=C(CC=1C=CC=C(F)C1F)N2CCCCCC2C=3N=CON3
XS559276b,CC(NC(=O)C1=CC=C(O1)C=2C=CC=C(C2)C(F)(F)F)C(N)=O
XS845933a,CN(CC1(O)CCCC1)C=2C=C(N=CN2)N3CCCC(CO)C3
XS845938a,CC1=NN(C)C=2N=C(C)C=C(C(=O)NC3CCC4=NC=CN4C3)C12
XS722029b,CCN(C(=O)C1CCS(=O)(=O)C1)C2=NC=3C=CC=CC3S2
XS838918b,O=C1CC(CN2C(=O)NC=3C=CC=NC3C2=O)C=4C=CC=CC4N1
XS845939a,CC(CCNC(=O)CN(C)C=1C=CC(C#N)=CN1)C=2C=CC=CC2
XS478850b,FC=1C=CC(=CC1)C2CCCN2CC3=NC(=NO3)C=4C=CC=NC4
XS845935a,COCC(C)NC(=O)C=1C=CC2=C(C1)N=C(C)N2C=3C=CC=CC3
XS334208b,O=C(C=1C=C(O)N=C2C=CC=CC12)N3CCCC(C3)N4C=CC=N4
XS845934a,CCC(NC=1C=CC(OC)=C(Cl)C1)C(=O)NC=2C=C(C)ON2
BD009740c,CC=1C=C(N2CCCC2C=3C=CC=4OCOC4C3)N5N=CN=C5N1
XS836849b,CCC1=NOC=2N=CC(=CC12)C(=O)NC3CCC4=NC(C)=CN4C3
XS701546b,CC=1C=CC(=CC1)NC(=O)NC(C)C=2C=CC(=CC2)N3C=NC=N3
XS837082b,[O-][N+](=O)C1=CN=C2C=CC(=NN12)NCC3CCOC=4C=CC=CC43
XS845932a,CCC(C)N(C)CCNC(=O)N(CC=1C=CC=CC1F)C2CC2
XS845937a,CC(CCC1=CC=CO1)NC(=O)C=2C=CC(=CC2)S(C)(=O)=O
XS838004b,O=S(=O)(C1CC1(F)F)N2CCN(CC2)C3=NC(O)=CS3
